PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Ottawa 654,29,NA,Kentville,domestica,NA,Canada,new,NA,NA,NA,NA,NA,NA,5.27828498122199,14.5232825903875,284.150046671421,157.594435839366,12.8157299495104,4.98158905585932,151.915849203381,0.999616509495147,2.49500822809679,132.578684090426,NA,NA,NA,NA,NA,4.3818,11.6,139.712,4.4162,2.64731388926925,11.6115754953688,7.07395607796544,254.099764278347,7.77678685210709,186.28534662157,1.6713787337662,-38.0572913981074,-0.0996892744952446,-25.0010789717033,-43.2130507884057,58.3910238766726,3.52536383829511,3.81491097206704,102.120467932785
Ottawa 665,575,NA,Kentville,domestica,NA,Canada,new,NA,6.499,13.7,101.074,3.2544,2.10801661794122,7.8623420687773,8.91453273176587,300.8241131677,142.195407353456,12.371833234164,4.0345263801361,151.927966012841,1.7104592599842,1.61123079288988,148.090648234671,-17.3401520418625,10.735407927811,-28.9189419818885,-19.3362567655285,30.832691830592,8.5224,13.2,120.246,4.5948,1.54885947620389,11.5817017507777,10.4398200674831,263.957926231171,7.70206161050432,128.306052243703,1.01833867119443,-18.3664091439209,13.972888302996,-6.28189559475638,-40.3432453236486,52.0966963168748,3.51443637212208,3.83093276400278,112.103039444732
Oxbo,1008,133290,USDA,domestica,dessert,United States,new,1922,NA,NA,NA,NA,NA,5.924962453291,12.6392394782753,272.357264622242,154.296359807036,10.9624334358714,5.9544108728015,152.081179869937,0.94138019650743,1.83562733321131,119.994926345217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3586748406142,7.78076225367155,253.894845829328,7.60300252015658,158.653574713375,1.48999366456013,NA,NA,NA,NA,NA,NA,NA,101.963175480905
Ozark Gold,182,6610,USDA,domestica,dessert,United States,new,1970,4.1406,11.3,110.334,5.38511111111111,2.72907308119596,3.46353585019735,19.9856725701306,310.414301837211,125.096996993522,10.8187604384595,6.46851815352347,155.480555782836,2.01893930516304,3.14719922705564,156.536697698681,19.5483511384492,4.44819500605399,-11.8012401163287,-16.7489217267206,-13.285658634673,5.3466,12.7,186.436,4.7228,2.37534133842068,12.3741436828893,7.73819738108076,264.750389880292,8.38188687568441,170.560840450852,1.54437544774259,-30.906388959889,2.63336458232084,9.30762272698962,-43.6546917174378,53.8059506121203,3.39611625472523,4.07173023017623,109.308089793097
Pacific Gold,186,22372,USDA,domestica,dessert,United States,new,1948,1.072,11.8,89.169,4.0893,11.0074626865672,2.0057514260711,6.37805461842728,310.296335961295,110.2342336238,11.1080430282888,4.46867760372097,151.177728577179,1.56178685372205,5.83100645866113,158.076313530456,-46.5536962324463,6.22933283521677,-19.109520637382,-8.48970629264171,88.7746611945041,1.1926,12.8,169.428,4.2676,10.7328525909777,11.0005377023497,3.03014003964799,282.229702843948,6.98907258840315,197.825724607399,3.87096601236994,-60.6420830590211,16.3579485506962,-14.354920050846,-38.9389658496156,177.265482483704,3.37276669778915,3.46769602664147,132.305145132326
Paide's Winter Apple,1014,287727,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,7.3945018928077,5.87805461842727,267.409448454541,163.8884371296,13.340673437069,5.54635775501184,152.207346844242,1.0347669407136,1.81201711705312,114.923249817381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3467306232319,9.59720787124062,260.279205774142,8.2876336825079,104.464100182023,1.2226072308143,NA,NA,NA,NA,NA,NA,NA,108.201207998917
Paradis do Vayre,1000,140096,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.818956576131,1.05839530666608,NA,NA,NA,NA,NA,NA,NA,6.1104,13.7,102.788,8.3536,2.24207907829275,13.1271744942799,8.32921005232331,285.142172614111,12.4528185649819,104.193954956169,1.5050075424339,-26.6389013890267,4.36366185251597,-1.3493632684933,-32.9179979905044,48.9746074406283,NA,NA,124.451476991878
Paradiso,965,128364,USDA,domestica,cider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.022786798432,2.94414580300537,NA,NA,NA,NA,NA,NA,NA,1.9698,15.2,95.1833333333333,7.83066666666667,7.71651944359833,12.2423642379426,2.39346147428879,275.334325644472,12.3076388137969,124.318174850954,5.10665944491283,-17.7007851949938,24.1590243891849,-23.4357056420356,-36.3755567973894,51.1069913088761,NA,NA,121.358284392487
Paragon,1051,7553,USDA,domestica,dessert,United States,new,1870,7.1958,13.4,133.105,6.8263,1.86219739292365,7.20357190560542,15.8586470483513,310.740119570487,171.119768410359,12.5807496990644,10.1402145256117,154.093813260273,1.31685254489906,1.81167348125955,156.413843700783,-0.107889609588991,6.51193546117944,-22.2152991226569,-32.6809114071656,2.7887978814468,8.50006666666667,15.9,NA,NA,1.87892523009392,11.7599795216756,8.89403221830809,281.903611335417,13.0365715948941,180.896526823733,1.29677548763444,-4.42954940988919,35.204317071247,NA,NA,44.8920995199739,5.16381579424665,5.80332012010472,127.935848660741
Patul,953,3297,USDA,domestica,dessert,Romania,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.189626387582,1.46515595380028,NA,NA,NA,NA,NA,NA,NA,6.499,12,115.674,5.675,1.84643791352516,10.9815742074439,8.19790768492648,268.2203878564,8.53452080214154,125.15146879502,1.37414405253327,-20.7236742620348,9.27395083180111,-7.57279869447055,-33.5053469132562,34.3700400348278,NA,NA,116.110483633467
Paulared,1082,22378,USDA,domestica,dessert,United States,new,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.96620080461,1.00780857496106,NA,NA,NA,NA,NA,NA,NA,4.9312,11.9,NA,NA,2.41320571057755,11.2966408152996,6.34789655188214,243.012294882308,7.11835862333342,135.843438087438,1.77942525645472,-22.317574653325,5.34104956123984,NA,NA,35.6171438965387,NA,NA,91.9016875402389
Paulista,932,610646,USDA,domestica,NA,Brazil,new,NA,NA,NA,NA,NA,NA,4.7945018928077,15.7856725701306,260.572719939466,95.739058640207,9.29622899262456,7.85011303460566,153.944163502726,2.47565768525149,1.98472243106278,106.344849361743,NA,NA,NA,NA,NA,4.422,12.2,156.71,5.4834,2.75893260967888,10.6878735128027,7.32169007269632,254.279203634086,8.13735178285403,167.17019447513,1.45165285807185,-39.6041083944498,14.1480574726672,-6.25721260178719,-32.6144408362201,90.0545708526636,3.35943750727756,3.2937232445586,100.269852668734
Peau d'Ane,979,140217,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.770364502373,2.01313551437554,NA,NA,NA,NA,NA,NA,NA,NA,21.9,61.83,9.8024,NA,14.9080653367501,4.98194940473657,282.444210876707,12.8956725412485,94.8856004640983,3.00341335959801,NA,46.900348940744,-34.8373202070903,-23.9869036016095,NA,NA,NA,125.517550406615
Peau de Vache,1074,134730,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,8.28542089844315,12.7463147372647,297.734245685366,108.06766111246,12.2714445792524,7.62714456487535,154.272799548266,0.976151304377803,1.44184867502885,143.763551389493,NA,NA,NA,NA,NA,2.5058,12.3,108.986,5.0636,4.90861202011334,11.1982348276315,NA,274.014840964848,9.2802018165081,92.0147776242342,NA,NA,9.83873967038009,18.4440182478864,-45.4365314449023,NA,5.8895713274847,6.33070026595113,NA
Pederstrup,1024,128325,USDA,domestica,dessert,Denmark,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.07066152277,1.48878431956935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.101967233399,12.2070642989262,276.101182370675,7.28365413547487,251.525587320795,0.776082542316876,NA,NA,NA,NA,NA,NA,NA,126.277444202709
Petrel,138,22380,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.19303411224663,15.4898259852565,257.269276813068,137.618735986185,12.190477238339,4.20678229707249,153.98736410937,2.49961650899868,2.33231222941726,103.562288898192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39231416382153,2.54359473959075,NA
Pewaukee,1065,24912,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.081179869937,1.87377772864107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3586748406142,9.37536225367155,281.894845829328,10.1414025201566,213.967574713375,1.34634829552218,NA,NA,NA,NA,NA,NA,NA,127.963175480905
Pfirsichroter Sommerapfel,969,18340,USDA,domestica,cider,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.336049291409,0.945946985452431,NA,NA,NA,NA,NA,NA,NA,3.953,7.9,79.432,2.2568,1.99848216544397,9.1009825160561,5.91461188329051,232.926506855208,3.19276766290248,93.6497039690209,1.58688889166968,-33.165521626741,-13.1961852902948,-15.1817927515543,-29.3152450075747,25.937119853503,NA,NA,87.0437928735425
Pia,64,NA,Kentville,domestica,dessert,Germany,old,1996,NA,NA,NA,NA,NA,8.98476503367898,14.8898259852565,267.770932305529,273.895679907734,13.589845353312,4.57048638871839,156.984358184482,1.02343525989794,1.46458642236722,110.839330542196,NA,NA,NA,NA,NA,6.566,13.8,183.005,4.19425,2.10173621687481,13.0332017117911,8.62863201096722,247.745462080596,6.89727258840315,173.918588122662,1.30743170866322,-23.9045077869303,5.88342224086948,5.22452026285397,-39.1897312127104,60.7530399445279,NA,NA,90.8927941272393
Piflora,61,NA,Kentville,domestica,dessert,Germany,old,1999,10.7244666666667,14.8,139.728666666667,6.2714,1.44275907912965,7.44745877574361,9.6415399330674,306.300060413214,179.661363303489,14.0611056491781,6.86106908974525,153.520875325807,0.965009722392626,1.88627035688661,152.999934658932,44.0016922496612,5.25488086966398,-22.2266467884731,-8.59441993707054,-23.5126039137358,8.2812,13.2,190.122,5.2024,1.59397188813215,12.0309989669018,8.17814221595688,265.26328089893,8.57629237196458,209.037882060227,1.50756134288529,1.26016130952134,9.71657496035209,-9.04902110268082,-39.3397545889835,5.73180956480886,4.57978567242514,4.42613331950377,111.867413236735
Pigeonnet,983,18352,USDA,domestica,cider,Europe,old,NA,8.9646,13.5,109.557,8.6629,1.50592329830667,10.546415850717,13.8608926106443,308.919118365076,111.894731842023,12.1275451253176,10.9890574333213,153.670646380107,0.999286051009213,1.15792316225796,155.05472439867,-14.9986106475164,11.3168399746231,-2.08922422310596,-21.1679431783464,30.0538194062987,10.8942,12.9,109.962,9.455,1.18411631877513,10.2447727446196,13.2448668990821,288.583582074857,11.2182312082274,111.192500936148,0.682266651173775,-17.7477578067999,25.9178736470742,-1.10664021924878,-15.7175509712641,73.556235928866,3.72124744528432,3.94607194020368,134.78315446113
Pink Pearl,189,6568,USDA,domestica,dessert,United States,new,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45112950088029,NA,NA,NA,NA,NA,NA,NA,6.5794,11,NA,NA,1.67188497431377,10.0514748747276,12.1696380911084,247.513844612942,10.574044232522,146.140978978241,0.897448660615663,-45.9359436102939,9.43667608081353,NA,NA,86.2931048520182,NA,NA,NA
Pinova,60,NA,Kentville,domestica,dessert,Germany,old,1986,6.231,16.3,127.993333333333,9.97033333333333,2.61595249558658,7.51264191840315,16.1392394782753,312.878761717967,182.702450118876,15.2541592943932,8.73914687514139,151.879840780879,1.00411246355007,2.13015028533903,161.373746855877,-17.059803093551,6.85610190258869,-29.9443804666803,14.0881767497702,22.8060063926537,4.9446,12.3,140.52,6.7852,2.48756218905473,12.0600163190435,9.01185240149378,271.520826763199,7.73784055108725,169.128994809132,1.36323868968307,-45.1322571685662,1.98991174313381,-16.9154879927113,-12.311452333473,82.474441774613,4.42915930229906,4.72792445901993,119.580035336823
Pionier,252,NA,Kentville,domestica,dessert,Romania,old,1983,NA,13.5,177.443,5.4543,NA,NA,12.7732825903875,309.611881134557,199.389367206208,12.1349675721005,8.47121153430995,153.069588901518,2.96163123296887,NA,156.309580882476,NA,11.2487521683852,-11.0067891351052,-35.613696129425,NA,2.8542,11.8,NA,NA,4.13425828603462,8.78015885790861,3.32079796958339,271.28064213411,8.34155972287826,194.296139486553,2.79496086657516,-14.0507785736188,34.3939237428638,NA,NA,47.9182887845075,2.8327864357292,2.82881694644285,118.235317708324
Pixie,1009,18979,USDA,domestica,dessert,United Kingdom,old,NA,8.308,14.5,144.003,7.417,1.74530572941743,9.81295839263422,13.8000660444598,311.678953546932,154.470698683672,14.0883406387235,10.1975286981432,157.384769896115,2.29728281313507,1.48996604426988,156.203363598272,-15.3364391493178,2.92198614324391,-6.77649468337549,-27.2666915725326,17.1372821635457,7.9596,12.9,147.274,6.5504,1.62068445650535,12.1908165589498,10.8519025494502,289.112379600832,10.314444232522,178.528524233015,1.20322641356589,-26.6524928349705,5.81735798927725,-17.5067398149898,-36.4929427865223,34.6948868669096,3.00204432579392,2.64027808066699,133.653731492182
Poeltsamaa Winter Apple,195,287728,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,5.72700512447091,12.1392394782753,268.526135121907,151.608272253586,10.6053757651725,8.42067138656397,153.930159232927,1.58121155935186,1.9085668280042,114.539838180946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1030512787347,8.41574917806821,253.69212956525,10.6889529930934,182.78293216336,1.55329566484164,NA,NA,NA,NA,NA,NA,NA,99.9407721523955
Pomme Grise,1086,12820,USDA,domestica,dessert,Europe,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.992542803557,2.01544414545522,NA,NA,NA,NA,NA,NA,NA,NA,17.5,77.086,5.4672,NA,14.4080653367501,7.43414940473658,268.444210876707,10.3196725412485,97.1716004640985,1.96444809763012,NA,21.4597490432211,-20.6702373617068,-47.0215747820757,NA,NA,NA,116.517550406615
Pomme Raisin,972,134378,USDA,domestica,cider,Switzerland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.97675338119,2.91067743429425,NA,NA,NA,NA,NA,NA,NA,6.0434,10.2,92.13,5.9532,1.68779164046729,9.71508565398756,9.44736275119431,267.755317679988,7.91970116296566,117.457092779042,1.05410291699821,-36.0308251185125,4.99135430487334,-21.562846635994,-24.8304970414979,60.1163997604378,NA,NA,115.723385458954
Pomme Thoury,945,140133,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,2.71818963284997,8.48982598525645,306.097093897313,130.130795393906,15.6331837138678,8.33223648865171,160.766870707714,2.54490662253751,5.45583865545267,145.535857653574,NA,NA,NA,NA,NA,1.8224,12.4,81.042,8.8596,6.80421422300263,11.5114034680982,3.3865340050851,269.164719435614,11.6220835641589,101.99806778832,3.45203955713959,-46.1868684246623,7.71927188864839,-20.5455536979493,-23.7692626189513,97.1070756976116,NA,NA,108.324202268528
Pommier Llorca,1046,187593,USDA,domestica,NA,Algeria,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.255753497151,0.992175866300915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6806506018435,1.96039321560997,240.298252346457,6.17592080214154,97.6993444970089,5.91945214430492,NA,NA,NA,NA,NA,NA,NA,NA
Pott's Seedling,1052,133112,USDA,domestica,dessert,United Kingdom,old,NA,6.0836,13.1,241.822,4.4633,2.15333026497469,6.79433258989014,19.012184677846,307.338771998816,237.44235153948,12.6167152347769,6.91441964967916,154.031138122828,1.07113342387787,1.82185312032448,153.301348458103,-10.4606682185046,3.83051179510628,1.84451022832453,-35.4493908941858,18.1945043182829,5.7486,12.7,189.412,5.065,2.20923355251713,11.9374041371433,9.87002405241302,277.9651909043,8.82911629238444,221.004303268158,1.14398858965495,-41.7569808394278,6.38828889510306,-14.2948815027484,-42.6329902986008,93.1167471856935,3.10788212294892,3.19170780280606,123.868345465464
Potter,985,294445,USDA,domestica,dessert,Australia,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.903124589505,0.948641757740264,NA,NA,NA,NA,NA,NA,NA,6.901,10.7,141.934,5.5219,1.61037013681121,11.6201833896655,9.98120629943854,254.436685063247,10.459292512777,144.008990276806,1.23419178946612,-30.8600604679597,-7.91883706830198,-1.44087551257569,-47.2057981622133,30.4797318014743,NA,NA,102.5910562095
Potter Cox,1107,9577,USDA,domestica,dessert,United Kingdom,old,NA,7.839,13.7,109.408,5.4802,1.74767189692563,5.71831245057987,12.8145327317659,292.967484692053,132.789486697255,12.9154147374005,6.27170442099408,154.10626139032,0.949328317374994,2.3370343157116,138.6590597597,37.0858984665149,6.07479727559576,-17.6079351451686,-12.6202443205802,-25.2183895984649,7.504,15.1,197.868,5.044,2.01226012793177,12.7662384993356,12.5253700626379,265.03454256351,10.5325109825536,175.149843128976,1.04993116995836,-40.0895944592984,18.2807292906666,12.9706978123269,-52.1101852316599,91.6563852477659,4.31139211511655,4.94000494085109,111.186842825315
Prairie Spy,981,21882,USDA,domestica,dessert,United States,new,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.986574642637,0.961631232601955,NA,NA,NA,NA,NA,NA,NA,3.4974,11.4,NA,NA,3.25956424772688,11.7797584862382,10.277408204712,278.206232735225,8.06235972287826,212.629802966378,1.21069042812464,-65.970019577538,-3.22382234476076,NA,NA,169.23185085191,NA,NA,124.180539773907
Priam,26,378191,Kentville,domestica,dessert,United States,new,1974,NA,NA,NA,NA,NA,5.92768809051196,13.6500660444598,270.630369227286,155.578811377762,12.509127341485,7.2034032776794,151.696854922342,1.03907251104079,2.11941038042894,119.297563659486,NA,NA,NA,NA,NA,4.9044,12,NA,NA,2.44678248103744,11.9264190406849,9.50200815190934,254.013896475782,8.62925187473798,189.419050700123,1.24306364391193,-48.3856473116737,0.616957689178046,NA,NA,96.8348517809915,3.44450414017645,3.75092847768911,102.150352433873
Primate,998,12362,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.71820541935199,9.0856725701306,243.716071434525,129.372860301231,11.6722534235422,5.67428132663616,153.685783979174,1.01313551369557,2.08358270189651,90.1779805362799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1426267390976,7.55390948343997,232.636872325005,5.18680181650811,163.969368190673,1.59005075583355,NA,NA,NA,NA,NA,2.98734962591458,3.51673238744793,78.7913363302392
Prime Red,229,NA,Kentville,domestica,dessert,Japan,old,1937,NA,NA,NA,NA,NA,6.74459071023224,15.662184677846,262.620703859394,141.958160636506,11.7787401205147,6.78474427850035,152.168524897267,0.986993350884404,1.79571718150974,110.40988578479,NA,NA,NA,NA,NA,6.5258,13,NA,NA,1.99209292347298,12.6415902466721,9.57794433123101,249.833625602804,7.91781580770732,171.318699195168,1.34487804019641,-31.866382030211,2.83516350660275,NA,NA,48.1244294227638,6.07804064784542,5.82938880532092,97.7178101457836
Primrouge,914,17156,USDA,domestica,dessert,Japan,old,1937,NA,NA,NA,NA,NA,10.0445866023381,14.09277710777,294.042314775046,183.994505918729,12.727443162842,6.41592417008522,151.818964243605,1.00633674501275,1.4797062734784,141.945632279593,NA,NA,NA,NA,NA,5.7888,11.3,NA,NA,1.952045328911,10.9999823458579,6.92212331127122,246.818926087841,7.99495542308682,108.193816506576,1.66030578211819,-16.3724808170615,2.72743759679827,NA,NA,17.5714347281628,NA,NA,94.7775569480392
Princesa,960,96071,USDA,domestica,dessert,Brazil,new,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01652880100029,NA,NA,NA,NA,NA,NA,NA,1.9162,11.5,111.244,5.229,6.00146122534182,11.8030512787347,NA,274.69212956525,8.67775299309345,118.20293216336,NA,NA,-2.56756724662122,-5.88727541355958,-39.7424655419241,NA,NA,NA,NA
Princesse,589,NA,Kentville,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.091551908669,1.99707148594887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Priscilla,59,22356,Kentville,domestica,dessert,United States,new,1972,1.541,13.3,97.009,4.5398,8.63075924724205,1.84641585071698,7.03718467784598,293.945377319886,98.6008279909788,12.0405448361501,5.91563746931565,151.947030103176,0.941380196097913,6.50030427226565,141.741129843784,-16.5410110944609,10.4601177188308,-1.61441645411379,-23.2576366697943,32.7746961640896,5.7955,13.75,102.355,6.9339,2.80935054425653,13.4724953754827,5.63482276231623,271.185910975364,11.4973771515053,112.120829076389,2.53862935504414,2.85150473158311,2.05978637797349,-8.71009352752417,-39.6914625950826,10.6640691235402,3.90698902588915,4.47611546437813,119.111142581877
Pristine,9,25054,Kentville,hybrid,dessert,United States,new,1994,NA,NA,NA,NA,NA,6.81820541935198,18.2856725701306,243.716071434525,146.472860301231,12.1166978679867,5.59528132663617,150.867432057564,1.03245831017298,1.80852939699247,92.1779805362799,NA,NA,NA,NA,NA,4.891,8.8,NA,NA,1.79922306276835,10.1715822207236,7.36902476154398,225.933287584477,7.69733720245562,113.767546399036,1.35065533422497,-33.6275808771306,-13.4844529686752,NA,NA,33.211117387011,NA,NA,75.0482407312825
Pumpkin Sweet,1081,13121,USDA,domestica,dessert,United States,new,NA,0.9648,11.4,197.514444444444,5.046,11.81592039801,1.49803595639826,16.64277710777,312.91191673773,213.581662823438,11.562909364678,7.30547891421056,153.884050869733,0.948641757189846,7.87238387255321,159.0586024475,-35.5956713936509,-1.40889597539914,-7.52275179741265,-30.928552949697,50.0932956179359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28805779354915,3.03604571458057,NA
